"","X","text"
"5809",512,"or the wound of Cato which was torn open by Cato's own hand"
"5810",512,"or the exile of Rutilius"
"5811",512,"or the cup of poison which removed Socrates from gaol to heaven. Accordingly"
"5812",512,"in praying for a life of honour"
"5813",512,"I have prayed also for those things without which"
"5814",512,"on some occasions"
"5815",512,"life cannot be honourable"
"5816",513,"O thrice and four times blest were they"
"5817",514,"Who underneath the lofty walls of Troy"
"5818",515,"Met happy death before their parents' eyes!"
"5819",516,"What does it matter whether you offer this prayer for some individual"
"5820",516,"or admit that it was desirable in the past? Decius sacrificed himself for the State; he set spurs to his horse and rushed into the midst of the foe"
"5821",516,"seeking death. The second Decius"
"5822",516,"rivalling his father's valour"
"5823",516,"reproducing the words which had become sacred and already household words"
"5824",516,"dashed into the thickest of the fight"
"5825",516,"anxious only that his sacrifice might bring omen of success"
"5826",516,"and regarding a noble death as a thing to be desired. Do you doubt"
"5827",516,"then"
"5828",516,"whether it is best to die glorious and performing some deed of valour? When one endures torture bravely"
"5829",516,"one is using all the virtues. Endurance may perhaps be the only virtue that is on view and most manifest; but bravery is there too"
"5830",516,"and endurance and resignation and long-suffering are its branches. There"
"5831",516,"too"
"5832",516,"is foresight; for without foresight no plan can be undertaken; it is foresight that advises one to bear as bravely as possible the things one cannot avoid. There also is steadfastness"
"5833",516,"which cannot be dislodged from its position"
"5834",516,"which the wrench of no force can cause to abandon its purpose. There is the whole inseparable company of virtues; every honourable act is the work of one single virtue"
"5835",516,"but it is in accordance with the judgment of the whole council. And that which is approved by all the virtues"
"5836",516,"even though it seems to be the work of one alone"
"5837",516,"is desirable."
"5838",517,"What? Do you think that those things only are desirable which come to us amid pleasure and ease"
"5839",517,"and which we bedeck our doors to welcome? There are certain goods whose features are forbidding. There are certain prayers which are offered by a throng"
"5840",517,"not of men who rejoice"
"5841",517,"but of men who bow down reverently and worship. Was it not in this fashion"
"5842",517,"think you"
"5843",517,"that Regulus prayed that he might reach Carthage? Clothe yourself with a hero's courage"
"5844",517,"and withdraw for a little space from the opinions of the common man. Form a proper conception of the image of virtue"
"5845",517,"a thing of exceeding beauty and grandeur; this image is not to be worshipped by us with incense or garlands"
"5846",517,"but with sweat and blood. Behold Marcus Cato"
"5847",517,"laying upon that hallowed breast his unspotted hands"
"5848",517,"and tearing apart the wounds which had not gone deep enough to kill him! Which"
"5849",517,"pray"
"5850",517,"shall you say to him: ""I hope all will be as you wish"
"5851",517,""" and ""I am grieved"
"5852",517,""" or shall it be ""Good fortune in your undertaking!""?"
"5853",518,"In this connexion I think of our friend Demetrius"
"5854",518,"who calls an easy existence"
"5855",518,"untroubled by the attacks of Fortune"
"5856",518,"a ""Dead Sea."" If you have nothing to stir you up and rouse you to action"
"5857",518,"nothing which will test your resolution by its threats and hostilities; if you recline in unshaken comfort"
"5858",518,"it is not tranquillity; it is merely a flat calm. The Stoic Attalus was wont to say: ""I should prefer that Fortune keep me in her camp rather than in the lap of luxury. If I am tortured"
"5859",518,"but bear it bravely"
"5860",518,"all is well; if I die"
"5861",518,"but die bravely"
"5862",518,"it is also well."" Listen to Epicurus; he will tell you that it is actually pleasant. I myself shall never apply an effeminate word to an act so honourable and austere. If I go to the stake"
"5863",518,"I shall go unbeaten. Why should I not regard this as desirable – not because the fire"
"5864",518,"burns me"
"5865",518,"but because it does not overcome me? Nothing is more excellent or more beautiful than virtue; whatever we do in obedience to her orders is both good and desirable. Farewell."
"5866",519,"LXVIII. On Wisdom and Retirement"
"5867",520,"I fall in with your plan; retire and conceal yourself in repose. But at the same time conceal your retirement also. In doing this"
"5868",520,"you may be sure that you will be following the example of the Stoics"
"5869",520,"if not their precept. But you will be acting according to their precept also; you will thus satisfy both yourself and any Stoic you please. We Stoics do not urge men to take up public life in every case"
"5870",520,"or at all times"
"5871",520,"or without any qualification. Besides"
"5872",520,"when we have assigned to our wise man that field of public life which is worthy of him"
"5873",520,"– in other words"
"5874",520,"the universe"
"5875",520,"– he is then not apart from public life"
"5876",520,"even if he withdraws; nay"
"5877",520,"perhaps he has abandoned only one little corner thereof and has passed over into greater and wider regions; and when he has been set in the heavens"
"5878",520,"he understands how lowly was the place in which he sat when he mounted the curule chair or the judgment-seat. Lay this to heart"
"5879",520,"– that the wise man is never more active in affairs than when things divine as well as things human have come within his ken."
"5880",521,"I now return to the advice which I set out to give you"
"5881",521,"– that you keep your retirement in the background. There is no need to fasten a placard upon yourself with the words: ""Philosopher and Quietist."" Give your purpose some other name; call it ill-health and bodily weakness"
"5882",521,"or mere laziness. To boast of our retirement is but idle self-seeking. Certain animals hide themselves from discovery by confusing the marks of their foot-prints in the neighbourhood of their lairs. You should do the same. Otherwise"
"5883",521,"there will always be someone dogging your footsteps. Many men pass by that which is visible"
"5884",521,"and peer after things hidden and concealed; a locked room invites the thief. Things which lie in the open appear cheap; the house-breaker passes by that which is exposed to view. This is the way of the world"
"5885",521,"and the way of all ignorant men: they crave to burst in upon hidden things. It is therefore best not to vaunt one's retirement. It is"
"5886",521,"however"
"5887",521,"a sort of vaunting to make too much of one's concealment and of one's withdrawal from the sight of men. So-and-so has gone into his retreat at Tarentum; that other man has shut himself up at Naples; this third person for many years has not crossed the threshold of his own house. To advertise one's retirement is to collect a crowd. When you withdraw from the world your business is to talk with yourself"
"5888",521,"not to have men talk about you. But what shall you talk about? Do just what people are fond of doing when they talk about their neighbours"
"5889",521,"– speak ill of yourself when by yourself; then you will become accustomed both to speak and to hear the truth. Above all"
"5890",521,"however"
"5891",521,"ponder that which you come to feel is your greatest weakness. Each man knows best the defects of his own body. And so one relieves his stomach by vomiting"
"5892",521,"another props it up by frequent eating"
"5893",521,"another drains and purges his body by periodic fasting. Those whose feet are visited by pain abstain either from wine or from the bath. In general"
"5894",521,"men who are careless in other respects go out of their way to relieve the disease which frequently afflicts them. So it is with our souls; there are in them certain parts which are"
"5895",521,"so to speak"
"5896",521,"on the sick-list"
"5897",521,"and to these parts the cure must be applied."
"5898",522,"What"
"5899",522,"then"
"5900",522,"am I myself doing with my leisure? I am trying to cure my own sores. If I were to show you a swollen foot"
"5901",522,"or an inflamed hand"
"5902",522,"or some shrivelled sinews in a withered leg"
"5903",522,"you would permit me to lie quiet in one place and to apply lotions to the diseased member. But my trouble is greater than any of these"
"5904",522,"and I cannot show it to you. The abscess"
"5905",522,"or ulcer"
"5906",522,"is deep within my breast. Pray"
"5907",522,"pray"
"5908",522,"do not commend me"
"5909",522,"do not say: ""What a great man! He has learned to despise all things; condemning the madnesses of man's life"
"5910",522,"he has made his escape!"" I have condemned nothing except myself. There is no reason why you should desire to come to me for the sake of making progress. You are mistaken if you think that you will get any assistance from this quarter; it is not a physician that dwells here"
"5911",522,"but a sick man. I would rather have you say"
"5912",522,"on leaving my presence: ""I used to think him a happy man and a learned one"
"5913",522,"and I had pricked up my ears to hear him; but I have been defrauded. I have seen nothing"
"5914",522,"heard nothing which I craved and which I came back to hear."" If you feel thus"
"5915",522,"and speak thus"
"5916",522,"some progress has been made. I prefer you to pardon rather than envy my retirement."
"5917",523,"Then you say: ""Is it retirement"
"5918",523,"Seneca"
"5919",523,"that you are recommending to me? You will soon be falling back upon the maxims of Epicurus!"" I do recommend retirement to you"
"5920",523,"but only that you may use it for greater and more beautiful activities than those which you have resigned; to knock at the haughty doors of the influential"
"5921",523,"to make alphabetical lists of childless old men"
"5922",523,"to wield the highest authority in public life"
"5923",523,"– this kind of power exposes you to hatred"
"5924",523,"is short-lived"
"5925",523,"and"
"5926",523,"if you rate it at its true value"
"5927",523,"is tawdry. One man shall be far ahead of me as regards his influence in public life"
"5928",523,"another in salary as an army officer and in the position which results from this"
"5929",523,"another in the throng of his clients; but it is worth while to be outdone by all these men"
"5930",523,"provided that I myself can outdo Fortune. And I am no match for her in the throng; she has the greater backing."
"5931",524,"Would that in earlier days you had been minded to follow this purpose! Would that we were not discussing the happy life in plain view of death! But even now let us have no delay. For now we can take the word of experience"
"5932",524,"which tells us that there are many superfluous and hostile things; for this we should long since have taken the word of reason. Let us do what men are wont to do when they are late in setting forth"
"5933",524,"and wish to make up for lost time by increasing their speed – let us ply the spur. Our time of life is the best possible for these pursuits; for the period of boiling and foaming is now past. The faults that were uncontrolled in the first fierce heat of youth are now weakened"
"5934",524,"and but little further effort is needed to extinguish them."
"5935",525,"""And when"
"5936",525,""" you ask"
"5937",525,"""will that profit you which you do not learn until your departure"
"5938",525,"and how will it profit you?"" Precisely in this way"
"5939",525,"that I shall depart a better man. You need not think"
"5940",525,"however"
"5941",525,"that any time of life is more fitted to the attainment of a sound mind than that which has gained the victory over itself by many trials and by long and oft-repeated regret for past mistakes"
"5942",525,"and"
"5943",525,"its passions assuaged"
"5944",525,"has reached a state of health. This is indeed the time to have acquired this good; he who has attained wisdom in his old age"
"5945",525,"has attained it by his years. Farewell."
"5946",526,"LXIX. On Rest and Restlessness"
"5947",527,"I do not like you to change your headquarters and scurry about from one place to another. My reasons are"
"5948",527,"– first"
"5949",527,"that such frequent flitting means an unsteady spirit. And the spirit cannot through retirement grow into unity unless it has ceased from its inquisitiveness and its wanderings. To be able to hold your spirit in check"
"5950",527,"you must first stop the runaway flight of the body. My second reason is"
"5951",527,"that the remedies which are most helpful are those which are not interrupted. You should not allow your quiet"
"5952",527,"or the oblivion to which you have consigned your former life"
"5953",527,"to be broken into. Give your eyes time to unlearn what they have seen"
"5954",527,"and your ears to grow accustomed to more wholesome words. Whenever you stir abroad you will meet"
"5955",527,"even as you pass from one place to another"
"5956",527,"things that will bring back your old cravings. Just as he who tries to be rid of an old love must avoid every reminder of the person once held dear (for nothing grows again so easily as love)"
"5957",527,"similarly"
"5958",527,"he who would lay aside his desire for all the things which he used to crave so passionately"
"5959",527,"must turn away both eyes and ears from the objects which he has abandoned. The emotions soon return to the attack; at every turn they will notice before their eyes an object worth their attention. There is no evil that does not offer inducements. Avarice promises money; luxury"
"5960",527,"a varied assortment of pleasures; ambition"
"5961",527,"a purple robe and applause"
"5962",527,"and the influence which results from applause"
"5963",527,"and all that influence can do. Vices tempt you by the rewards which they offer; but in the life of which I speak"
"5964",527,"you must live without being paid. Scarcely will a whole life-time suffice to bring our vices into subjection and to make them accept the yoke"
"5965",527,"swollen as they are by long-continued indulgence; and still less"
"5966",527,"if we cut into our brief span by any interruptions. Even constant care and attention can scarcely bring any one undertaking to full completion. If you will give ear to my advice"
"5967",527,"ponder and practise this"
"5968",527,"– how to welcome death"
"5969",527,"or even"
"5970",527,"if circumstances commend that course"
"5971",527,"to invite it. There is no difference whether death comes to us"
"5972",527,"or whether we go to death. Make yourself believe that all ignorant men are wrong when they say: ""It is a beautiful thing to die one's own death."" But there is no man who does not die his own death. What is more"
"5973",527,"you may reflect on this thought: No one dies except on his own day. You are throwing away none of your own time; for what you leave behind does not belong to you. Farewell."
"5974",528,"LXX. On the Proper Time to Slip the Cable"
"5975",529,"After a long space of time I have seen your beloved Pompeii. I was thus brought again face to face with the days of my youth. And it seemed to me that I could still do"
"5976",529,"nay"
"5977",529,"had only done a short time ago"
"5978",529,"all the things which I did there when a young man. We have sailed past life"
"5979",529,"Lucilius"
"5980",529,"as if we were on a voyage"
"5981",529,"and just as when at sea"
"5982",529,"to quote from our poet Vergil"
"5983",530,"Lands and towns are left astern"
"5984",531,"even so"
"5985",531,"on this journey where time flies with the greatest speed"
"5986",531,"we put below the horizon first our boyhood and then our youth"
"5987",531,"and then the space which lies between young manhood and middle age and borders on both"
"5988",531,"and next"
"5989",531,"the best years of old age itself. Last of all"
"5990",531,"we begin to sight the general bourne of the race of man. Fools that we are"
"5991",531,"we believe this bourne to be a dangerous reef; but it is the harbour"
"5992",531,"where we must some day put in"
"5993",531,"which we may never refuse to enter; and if a man has reached this harbour in his early years"
"5994",531,"he has no more right to complain than a sailor who has made a quick voyage. For some sailors"
"5995",531,"as you know"
"5996",531,"are tricked and held back by sluggish winds"
"5997",531,"and grow weary and sick of the slow-moving calm; while others are carried quickly home by steady gales."
"5998",532,"You may consider that the same thing happens to us: life has carried some men with the greatest rapidity to the harbour"
"5999",532,"the harbour they were bound to reach even if they tarried on the way"
"6000",532,"while others it has fretted and harassed. To such a life"
"6001",532,"as you are aware"
"6002",532,"one should not always cling. For mere living is not a good"
"6003",532,"but living well. Accordingly"
"6004",532,"the wise man will live as long as he ought"
"6005",532,"not as long as he can. He will mark in what place"
"6006",532,"with whom"
"6007",532,"and how he is to conduct his existence"
"6008",532,"and what he is about to do. He always reflects concerning the quality"
"6009",532,"and not the quantity"
"6010",532,"of his life. As soon as there are many events in his life that give him trouble and disturb his peace of mind"
"6011",532,"he sets himself free. And this privilege is his"
"6012",532,"not only when the crisis is upon him"
"6013",532,"but as soon as Fortune seems to be playing him false; then he looks about carefully and sees whether he ought"
"6014",532,"or ought not"
"6015",532,"to end his life on that account. He holds that it makes no difference to him whether his taking-off be natural or self-inflicted"
"6016",532,"whether it comes later or earlier. He does not regard it with fear"
"6017",532,"as if it were a great loss; for no man can lose very much when but a driblet remains. It is not a question of dying earlier or later"
"6018",532,"but of dying well or ill. And dying well means escape from the danger of living ill."
"6019",533,"That is why I regard the words of the well-known Rhodian as most unmanly. This person was thrown into a cage by his tyrant"
"6020",533,"and fed there like some wild animal. And when a certain man advised him to end his life by fasting"
"6021",533,"he replied: ""A man may hope for anything while he has life."" This may be true; but life is not to be purchased at any price. No matter how great or how well-assured certain rewards may be I shall not strive to attain them at the price of a shameful confession of weakness. Shall I reflect that Fortune has all power over one who lives"
"6022",533,"rather than reflect that she has no power over one who knows how to die? There are times"
"6023",533,"nevertheless"
"6024",533,"when a man"
"6025",533,"even though certain death impends and he knows that torture is in store for him"
"6026",533,"will refrain from lending a hand to his own punishment"
"6027",533,"to himself"
"6028",533,"however"
"6029",533,"he would lend a hand. It is folly to die through fear of dying. The executioner is upon you; wait for him. Why anticipate him? Why assume the management of a cruel task that belongs to another? Do you grudge your executioner his privilege"
"6030",533,"or do you merely relieve him of his task? Socrates might have ended his life by fasting; he might have died by starvation rather than by poison. But instead of this he spent thirty days in prison awaiting death"
"6031",533,"not with the idea ""everything may happen"
"6032",533,""" or ""so long an interval has room for many a hope"" but in order that he might show himself submissive to the laws and make the last moments of Socrates an edification to his friends. What would have been more foolish than to scorn death"
"6033",533,"and yet fear poison?"
"6034",534,"Scribonia"
"6035",534,"a woman of the stern old type"
"6036",534,"was an aunt of Drusus Libo. This young man was as stupid as he was well born"
"6037",534,"with higher ambitions than anyone could have been expected to entertain in that epoch"
"6038",534,"or a man like himself in any epoch at all. When Libo had been carried away ill from the senate-house in his litter"
"6039",534,"though certainly with a very scanty train of followers"
"6040",534,"– for all his kinsfolk undutifully deserted him"
"6041",534,"when he was no longer a criminal but a corpse"
"6042",534,"– he began to consider whether he should commit suicide"
"6043",534,"or await death. Scribonia said to him: ""What pleasure do you find in doing another man's work?"" But he did not follow her advice; he laid violent hands upon himself. And he was right"
"6044",534,"after all; for when a man is doomed to die in two or three days at his enemy's pleasure"
"6045",534,"he is really ""doing another man's work"" if he continues to live."
"6046",535,"No general statement can be made"
"6047",535,"therefore"
"6048",535,"with regard to the question whether"
"6049",535,"when a power beyond our control threatens us with death"
"6050",535,"we should anticipate death"
"6051",535,"or await it. For there are many arguments to pull us in either direction. If one death is accompanied by torture"
"6052",535,"and the other is simple and easy"
"6053",535,"why not snatch the latter? Just as I shall select my ship when I am about to go on a voyage or my house when I propose to take a residence"
"6054",535,"so I shall choose my death when I am about to depart from life. Moreover"
"6055",535,"just as a long-drawn out life does not necessarily mean a better one"
"6056",535,"so a long-drawn-out death necessarily means a worse one. There is no occasion when the soul should be humoured more than at the moment of death. Let the soul depart as it feels itself impelled to go; whether it seeks the sword"
"6057",535,"or the halter"
"6058",535,"or some draught that attacks the veins"
"6059",535,"let it proceed and burst the bonds of its slavery. Every man ought to make his life acceptable to others besides himself"
"6060",535,"but his death to himself alone. The best form of death is the one we like. Men are foolish who reflect thus: ""One person will say that my conduct was not brave enough; another"
"6061",535,"that I was too headstrong; a third"
"6062",535,"that a particular kind of death would have betokened more spirit."" What you should really reflect is: ""I have under consideration a purpose with which the talk of men has no concern!"" Your sole aim should be to escape from Fortune as speedily as possible; otherwise"
"6063",535,"there will be no lack of persons who will think ill of what you have done."
"6064",536,"You can find men who have gone so far as to profess wisdom and yet maintain that one should not offer violence to one's own life"
"6065",536,"and hold it accursed for a man to be the means of his own destruction; we should wait"
"6066",536,"say they"
"6067",536,"for the end decreed by nature. But one who says this does not see that he is shutting off the path to freedom. The best thing which eternal law ever ordained was that it allowed to us one entrance into life"
"6068",536,"but many exits. Must I await the cruelty either of disease or of man"
"6069",536,"when I can depart through the midst of torture"
"6070",536,"and shake off my troubles? This is the one reason why we cannot complain of life: it keeps no one against his will. Humanity is well situated"
"6071",536,"because no man is unhappy except by his own fault. Live"
"6072",536,"if you so desire; if not"
"6073",536,"you may return to the place whence you came. You have often been cupped in order to relieve headaches. You have had veins cut for the purpose of reducing your weight. If you would pierce your heart"
"6074",536,"a gaping wound is not necessary; a lancet will open the way to that great freedom"
"6075",536,"and tranquillity can be purchased at the cost of a pin-prick."
"6076",537,"What"
"6077",537,"then"
"6078",537,"is it which makes us lazy and sluggish? None of us reflects that some day he must depart from this house of life; just so old tenants are kept from moving by fondness for a particular place and by custom"
"6079",537,"even in spite of ill-treatment. Would you be free from the restraint of your body? Live in it as if you were about to leave it. Keep thinking of the fact that some day you will be deprived of this tenure; then you will be more brave against the necessity of departing. But how will a man take thought of his own end"
"6080",537,"if he craves all things without end? And yet there is nothing so essential for us to consider. For our training in other things is perhaps superfluous. Our souls have been made ready to meet poverty; but our riches have held out. We have armed ourselves to scorn pain; but we have had the good fortune to possess sound and healthy bodies"
"6081",537,"and so have never been forced to put this virtue to the test. We have taught ourselves to endure bravely the loss of those we love; but Fortune has preserved to us all whom we loved. It is in this one matter only that the day will come which will require us to test our training."
"6082",538,"You need not think that none but great men have had the strength to burst the bonds of human servitude; you need not believe that this cannot be done except by a Cato"
"6083",538,"– Cato"
"6084",538,"who with his hand dragged forth the spirit which he had not succeeded in freeing by the sword. Nay"
"6085",538,"men of the meanest lot in life have by a mighty impulse escaped to safety"
"6086",538,"and when they were not allowed to die at their own convenience"
"6087",538,"or to suit themselves in their choice of the instruments of death"
"6088",538,"they have snatched up whatever was lying ready to hand"
"6089",538,"and by sheer strength have turned objects which were by nature harmless into weapons of their own. For example"
"6090",538,"there was lately in a training-school for wild-beast gladiators a German"
"6091",538,"who was making ready for the morning exhibition; he withdrew in order to relieve himself"
"6092",538,"– the only thing which he was allowed to do in secret and without the presence of a guard. While so engaged"
"6093",538,"he seized the stick of wood"
"6094",538,"tipped with a sponge"
"6095",538,"which was devoted to the vilest uses"
"6096",538,"and stuffed it"
"6097",538,"just as it was"
"6098",538,"down his throat; thus he blocked up his windpipe"
"6099",538,"and choked the breath from his body. That was truly to insult death! Yes"
"6100",538,"indeed; it was not a very elegant or becoming way to die; but what is more foolish than to be over-nice about dying? What a brave fellow! He surely deserved to be allowed to choose his fate! How bravely he would have wielded a sword! With what courage he would have hurled himself into the depths of the sea"
"6101",538,"or down a precipice! Cut off from resources on every hand"
"6102",538,"he yet found a way to furnish himself with death"
"6103",538,"and with a weapon for death. Hence you can understand that nothing but the will need postpone death. Let each man judge the deed of this most zealous fellow as he likes"
"6104",538,"provided we agree on this point"
"6105",538,"– that the foulest death is preferable to the fairest slavery."
"6106",539,"Inasmuch as I began with an illustration taken from humble life"
"6107",539,"I shall keep on with that sort. For men will make greater demands upon themselves"
"6108",539,"if they see that death can be despised even by the most despised class of men. The Catos"
"6109",539,"the Scipios"
"6110",539,"and the others whose names we are wont to hear with admiration"
"6111",539,"we regard as beyond the sphere of imitation; but I shall now prove to you that the virtue of which I speak is found as frequently in the gladiators' training-school as among the leaders in a civil war. Lately a gladiator"
"6112",539,"who had been sent forth to the morning exhibition"
"6113",539,"was being conveyed in a cart along with the other prisoners; nodding as if he were heavy with sleep"
"6114",539,"he let his head fall over so far that it was caught in the spokes; then he kept his body in position long enough to break his neck by the revolution of the wheel. So he made his escape by means of the very wagon which was carrying him to his punishment."
"6115",540,"When a man desires to burst forth and take his departure"
"6116",540,"nothing stands in his way. It is an open space in which Nature guards us. When our plight is such as to permit it"
"6117",540,"we may look about us for an easy exit. If you have many opportunities ready to hand"
"6118",540,"by means of which you may liberate yourself"
"6119",540,"you may make a selection and think over the best way of gaining freedom; but if a chance is hard to find"
"6120",540,"instead of the best"
"6121",540,"snatch the next best"
"6122",540,"even though it be something unheard of"
"6123",540,"something new. If you do not lack the courage"
"6124",540,"you will not lack the cleverness"
"6125",540,"to die. See how even the lowest class of slave"
"6126",540,"when suffering goads him on"
"6127",540,"is aroused and discovers a way to deceive even the most watchful guards! He is truly great who not only has given himself the order to die"
"6128",540,"but has also found the means."
"6129",541,"I have promised you"
"6130",541,"however"
"6131",541,"some more illustrations drawn from the same games. During the second event in a sham sea-fight one of the barbarians sank deep into his own throat a spear which had been given him for use against his foe. ""Why"
"6132",541,"oh why"
"6133",541,""" he said"
"6134",541,"""have I not long ago escaped from all this torture and all this mockery? Why should I be armed and yet wait for death to come?"" This exhibition was all the more striking because of the lesson men learn from it that dying is more honourable than killing."
"6135",542,"What"
"6136",542,"then? If such a spirit is possessed by abandoned and dangerous men"
"6137",542,"shall it not be possessed also by those who have trained themselves to meet such contingencies by long meditation"
"6138",542,"and by reason"
"6139",542,"the mistress of all things? It is reason which teaches us that fate has various ways of approach"
"6140",542,"but the same end"
"6141",542,"and that it makes no difference at what point the inevitable event begins. Reason"
"6142",542,"too"
"6143",542,"advises us to die"
"6144",542,"if we may"
"6145",542,"according to our taste; if this cannot be"
"6146",542,"she advises us to die according to our ability"
"6147",542,"and to seize upon whatever means shall offer itself for doing violence to ourselves. It is criminal to ""live by robbery""; but"
"6148",542,"on the other hand"
"6149",542,"it is most noble to ""die by robbery."" Farewell."
"6150",543,"LXXI. On the Supreme Good"
"6151",544,"You are continually referring special questions to me"
"6152",544,"forgetting that a vast stretch of sea sunders us. Since"
"6153",544,"however"
"6154",544,"the value of advice depends mostly on the time when it is given"
"6155",544,"it must necessarily result that by the time my opinion on certain matters reaches you"
"6156",544,"the opposite opinion is the better. For advice conforms to circumstances; and our circumstances are carried along"
"6157",544,"or rather whirled along. Accordingly"
"6158",544,"advice should be produced at short notice; and even this is too late; it should ""grow while we work"
"6159",544,""" as the saying is. And I propose to show you how you may discover the method."
"6160",545,"As often as you wish to know what is to be avoided or what is to be sought"
"6161",545,"consider its relation to the Supreme Good"
"6162",545,"to the purpose of your whole life. For whatever we do ought to be in harmony with this; no man can set in order the details unless he has already set before himself the chief purpose of his life. The artist may have his colours all prepared"
"6163",545,"but he cannot produce a likeness unless he has already made up his mind what he wishes to paint. The reason we make mistakes is because we all consider the parts of life"
"6164",545,"but never life as a whole. The archer must know what he is seeking to hit; then he must aim and control the weapon by his skill. Our plans miscarry because they have no aim. When a man does not know what harbour he is making for"
"6165",545,"no wind is the right wind. Chance must necessarily have great influence over our lives"
"6166",545,"because we live by chance. It is the case with certain men"
"6167",545,"however"
"6168",545,"that they do not know that they know certain things. Just as we often go searching for those who stand beside us"
"6169",545,"so we are apt to forget that the goal of the Supreme Good lies near us."
"6170",546,"To infer the nature of this Supreme Good"
"6171",546,"one does not need many words or any round-about discussion; it should be pointed out with the forefinger"
"6172",546,"so to speak"
"6173",546,"and not be dissipated into many parts. For what good is there in breaking it up into tiny bits"
"6174",546,"when you can say: the Supreme Good is that which is honourable? Besides (and you may be still more surprised at this)"
"6175",546,"that which is honourable is the only good; all other goods are alloyed and debased. If you once convince yourself of this"
"6176",546,"and if you come to love virtue devotedly (for mere loving is not enough)"
"6177",546,"anything that has been touched by virtue will be fraught with blessing and prosperity for you"
"6178",546,"no matter how it shall be regarded by others. Torture"
"6179",546,"if only"
"6180",546,"as you lie suffering"
"6181",546,"you are more calm in mind than your very torturer; illness"
"6182",546,"if only you curse not Fortune and yield not to the disease – in short"
"6183",546,"all those things which others regard as ills will become manageable and will end in good"
"6184",546,"if you succeed in rising above them."
"6185",547,"Let this once be clear"
"6186",547,"that there is nothing good except that which is honourable"
"6187",547,"and all hardships will have a just title to the name of ""goods"
"6188",547,""" when once virtue has made them honourable. Many think that we Stoics are holding out expectations greater than our human lot admits of; and they have a right to think so. For they have regard to the body only. But let them turn back to the soul"
"6189",547,"and they will soon measure man by the standard of God. Rouse yourself"
"6190",547,"most excellent Lucilius"
"6191",547,"and leave off all this word-play of the philosophers"
"6192",547,"who reduce a most glorious subject to a matter of syllables"
"6193",547,"and lower and wear out the soul by teaching fragments; then you will become like the men who discovered these precepts"
"6194",547,"instead of those who by their teaching do their best to make philosophy seem difficult rather than great."
"6195",548,"Socrates"
"6196",548,"who recalled the whole of philosophy to rules of conduct"
"6197",548,"and asserted that the highest wisdom consisted in distinguishing between good and evil"
"6198",548,"said: ""Follow these rules"
"6199",548,"if my words carry weight with you"
"6200",548,"in order that you may be happy; and let some men think you even a fool. Allow any man who so desires to insult you and work you wrong; but if only virtue dwells with you"
"6201",548,"you will suffer nothing. If you wish to be happy"
"6202",548,"if you would be in good faith a good man"
"6203",548,"let one person or another despise you."" No man can accomplish this unless he has come to regard all goods as equal"
"6204",548,"for the reason that no good exists without that which is honourable"
"6205",548,"and that which is honourable is in every case equal. You may say: ""What then? Is there no difference between Cato's being elected praetor and his failure at the polls? Or whether Cato is conquered or conqueror in the battle-line of Pharsalia? And when Cato could not be defeated"
"6206",548,"though his party met defeat"
"6207",548,"was not this goodness of his equal to that which would have been his if he had returned victorious to his native land and arranged a peace?"" Of course it was; for it is by the same virtue that evil fortune is overcome and good fortune is controlled. Virtue"
"6208",548,"however"
"6209",548,"cannot be increased or decreased; its stature is uniform. ""But"
"6210",548,""" you will object"
"6211",548,"""Gnaeus Pompey will lose his army; the patricians"
"6212",548,"those noblest patterns of the State's creation"
"6213",548,"and the front-rank men of Pompey's party"
"6214",548,"a senate under arms"
"6215",548,"will be routed in a single engagement; the ruins of that great oligarchy will be scattered all over the world; one division will fall in Egypt"
"6216",548,"another in Africa"
"6217",548,"and another in Spain! And the poor State will not be allowed even the privilege of being ruined once for all!"" Yes"
"6218",548,"all this may happen; Juba's familiarity with every position in his own kingdom may be of no avail to him"
"6219",548,"of no avail the resolute bravery of his people when fighting for their king; even the men of Utica"
"6220",548,"crushed by their troubles"
"6221",548,"may waver in their allegiance; and the good fortune which ever attended men of the name of Scipio may desert Scipio in Africa. But long ago destiny ""saw to it that Cato should come to no harm."""
"6222",549,"""He was conquered in spite of it all!"" Well"
"6223",549,"you may include this among Cato's ""failures""; Cato will bear with an equally stout heart anything that thwarts him of his victory"
"6224",549,"as he bore that which thwarted him of his praetorship. The day whereon he failed of election"
"6225",549,"he spent in play; the night wherein he intended to die"
"6226",549,"he spent in reading. He regarded in the same light both the loss of his praetorship and the loss of his life; he had convinced himself that he ought to endure anything which might happen. Why should he not suffer"
"6227",549,"bravely and calmly"
"6228",549,"a change in the government? For what is free from the risk of change? Neither earth"
"6229",549,"nor sky"
"6230",549,"nor the whole fabric of our universe"
"6231",549,"though it be controlled by the hand of God. It will not always preserve its present order; it will be thrown from its course in days to come. All things move in accord with their appointed times; they are destined to be born"
"6232",549,"to grow"
"6233",549,"and to be destroyed. The stars which you see moving above us"
"6234",549,"and this seemingly immovable earth to which we cling and on which we are set"
"6235",549,"will be consumed and will cease to exist. There is nothing that does not have its old age; the intervals are merely unequal at which Nature sends forth all these things towards the same goal. Whatever is will cease to be"
"6236",549,"and yet it will not perish"
"6237",549,"but will be resolved into its elements. To our minds"
"6238",549,"this process means perishing"
"6239",549,"for we behold only that which is nearest; our sluggish mind"
"6240",549,"under allegiance to the body"
"6241",549,"does not penetrate to bournes beyond. Were it not so"
